,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
743,59,No,Travel_Rarely,Research & Development,2,3,Life Sciences,3,69,2,4,Manufacturing Director,4,Single,3,Yes,13,3,1,0,30,4,3,5,3,4,3
744,37,Yes,Travel_Rarely,Research & Development,11,2,Medical,1,61,1,2,Healthcare Representative,2,Married,5,No,15,3,1,0,15,2,1,1,0,0,0
745,55,No,Travel_Frequently,Research & Development,18,4,Medical,3,62,3,2,Healthcare Representative,2,Married,3,Yes,14,3,4,2,17,3,3,8,7,6,7
746,41,No,Non-Travel,Research & Development,7,1,Life Sciences,2,55,1,5,Research Director,3,Divorced,1,No,22,4,2,2,21,3,3,21,16,5,10
747,38,No,Travel_Rarely,Sales,3,4,Life Sciences,2,42,3,2,Sales Executive,4,Single,8,Yes,12,3,3,0,19,1,3,1,0,0,0
748,26,Yes,Non-Travel,Sales,29,2,Medical,2,79,1,2,Sales Executive,1,Single,8,No,18,3,4,0,7,6,3,2,2,2,2
749,52,Yes,Travel_Rarely,Sales,2,1,Marketing,1,57,1,5,Manager,4,Married,1,No,15,3,4,1,33,3,3,32,14,6,9
750,44,No,Travel_Rarely,Sales,28,3,Medical,4,53,4,4,Sales Executive,4,Married,3,Yes,18,3,3,1,23,2,3,12,11,11,11
751,50,No,Non-Travel,Sales,1,3,Life Sciences,4,95,3,2,Sales Executive,3,Married,0,No,12,3,1,1,19,3,3,18,7,0,13
752,36,Yes,Travel_Rarely,Research & Development,16,4,Life Sciences,3,43,4,1,Laboratory Technician,1,Single,1,No,16,3,3,0,18,1,3,17,13,15,14
753,39,No,Travel_Frequently,Research & Development,22,3,Medical,4,82,3,3,Manufacturing Director,1,Single,1,Yes,13,3,3,0,21,2,3,21,6,2,8
754,33,No,Non-Travel,Sales,8,1,Life Sciences,2,88,2,1,Sales Representative,4,Single,0,No,19,3,4,0,3,2,2,2,2,2,2
755,45,No,Travel_Rarely,Sales,11,2,Life Sciences,4,90,3,4,Manager,4,Married,3,No,13,3,2,1,26,4,4,9,3,1,1
756,32,No,Non-Travel,Research & Development,29,4,Medical,4,69,3,1,Laboratory Technician,3,Single,9,No,12,3,2,0,10,2,3,8,7,7,7
757,34,No,Travel_Rarely,Sales,1,4,Marketing,2,75,4,2,Sales Executive,4,Divorced,0,No,11,3,4,1,16,2,2,15,1,0,9
758,59,No,Travel_Rarely,Sales,1,2,Technical Degree,2,66,3,3,Manager,4,Married,3,Yes,14,3,3,1,14,1,1,6,4,0,4
759,45,No,Travel_Rarely,Human Resources,24,4,Medical,2,36,3,1,Human Resources,2,Single,1,No,16,3,1,0,6,3,3,6,3,0,4
760,53,No,Travel_Frequently,Sales,2,3,Marketing,3,38,2,3,Sales Executive,2,Married,2,No,12,3,1,1,30,2,3,15,7,6,12
761,36,Yes,Travel_Rarely,Research & Development,15,3,Other,1,81,3,2,Laboratory Technician,3,Divorced,7,No,14,3,2,1,9,3,2,1,0,0,0
762,26,Yes,Travel_Frequently,Research & Development,2,3,Life Sciences,1,57,3,1,Research Scientist,1,Married,6,Yes,14,3,2,1,6,2,3,3,2,1,2
763,34,No,Travel_Rarely,Sales,10,4,Life Sciences,3,87,3,1,Sales Representative,3,Married,1,Yes,19,3,4,1,1,2,3,1,1,0,0
764,28,No,Travel_Rarely,Sales,10,1,Medical,4,74,3,1,Sales Representative,2,Married,1,No,22,4,2,0,1,5,3,1,0,0,0
765,38,No,Travel_Frequently,Research & Development,3,4,Other,3,44,3,1,Research Scientist,3,Married,3,No,16,3,1,1,8,2,3,2,2,2,2
766,50,No,Travel_Rarely,Research & Development,2,4,Medical,2,62,3,5,Research Director,3,Married,2,Yes,11,3,4,1,29,2,2,8,1,7,7
767,37,No,Travel_Rarely,Research & Development,3,3,Other,4,35,3,2,Healthcare Representative,2,Single,3,No,15,3,1,0,8,3,2,4,3,0,1
768,40,No,Travel_Rarely,Sales,26,3,Marketing,3,74,3,2,Sales Executive,1,Married,1,No,14,3,2,1,8,3,2,7,7,7,5
769,26,No,Travel_Frequently,Research & Development,1,1,Medical,1,66,2,1,Research Scientist,3,Divorced,1,No,13,3,3,2,5,5,3,5,3,1,3
770,46,No,Travel_Rarely,Research & Development,1,4,Medical,4,40,3,5,Research Director,4,Divorced,9,No,17,3,4,2,23,0,3,2,2,2,2
771,54,No,Travel_Rarely,Sales,2,4,Life Sciences,3,41,2,3,Sales Executive,3,Married,6,No,11,3,2,1,13,4,3,9,4,7,0
772,56,No,Travel_Frequently,Research & Development,9,3,Medical,1,63,3,1,Research Scientist,3,Married,2,No,19,3,2,1,18,4,3,5,4,0,3
773,36,No,Travel_Rarely,Research & Development,12,5,Medical,4,51,2,3,Manufacturing Director,4,Single,0,No,11,3,2,0,15,2,2,14,8,7,8
774,55,No,Non-Travel,Research & Development,2,1,Medical,3,40,2,4,Manager,1,Single,7,No,15,3,2,0,31,3,4,9,7,6,2
775,43,No,Travel_Rarely,Sales,25,3,Medical,3,79,2,3,Sales Executive,4,Divorced,5,No,13,3,3,1,18,5,3,1,0,0,0
776,20,Yes,Travel_Frequently,Sales,9,3,Marketing,4,54,3,1,Sales Representative,4,Single,1,Yes,14,3,2,0,2,3,3,2,2,0,2
777,21,Yes,Travel_Rarely,Research & Development,10,3,Life Sciences,3,36,2,1,Laboratory Technician,1,Single,1,No,13,3,1,0,1,6,2,1,0,1,0
778,46,No,Travel_Rarely,Research & Development,8,4,Life Sciences,4,74,2,2,Research Scientist,1,Divorced,8,Yes,23,4,1,3,19,2,3,16,13,1,7
779,51,Yes,Travel_Rarely,Research & Development,4,4,Life Sciences,1,34,3,1,Research Scientist,3,Married,9,Yes,12,3,3,3,18,2,4,10,0,2,7
780,28,Yes,Non-Travel,Research & Development,24,2,Technical Degree,2,72,2,3,Healthcare Representative,1,Single,1,No,12,3,1,0,10,2,2,10,7,1,9
781,26,No,Travel_Rarely,Research & Development,1,2,Medical,1,59,2,1,Laboratory Technician,1,Married,1,No,16,3,1,2,6,2,3,5,3,1,3
782,30,No,Travel_Rarely,Research & Development,20,3,Other,3,85,3,2,Manufacturing Director,1,Married,0,No,15,3,3,1,7,1,2,6,2,0,2
783,41,No,Travel_Rarely,Research & Development,7,2,Technical Degree,2,43,4,1,Research Scientist,3,Married,1,No,13,3,3,0,10,3,3,10,6,0,8
784,38,No,Travel_Rarely,Research & Development,17,1,Life Sciences,3,65,2,3,Healthcare Representative,3,Married,0,No,18,3,1,1,20,4,2,19,9,1,9
785,40,No,Travel_Rarely,Research & Development,20,4,Technical Degree,1,61,3,3,Healthcare Representative,4,Married,4,No,20,4,4,1,14,6,3,11,10,11,1
786,27,No,Non-Travel,Research & Development,8,5,Life Sciences,1,87,1,1,Laboratory Technician,3,Married,1,No,19,3,4,3,3,4,3,3,2,1,2
787,55,No,Travel_Frequently,Research & Development,2,1,Life Sciences,4,65,3,3,Manufacturing Director,2,Married,3,No,18,3,2,1,23,4,3,3,2,1,2
788,28,No,Travel_Rarely,Research & Development,10,3,Other,3,59,3,2,Research Scientist,3,Single,3,No,13,3,4,0,10,4,4,8,7,1,7
789,44,Yes,Travel_Rarely,Human Resources,1,2,Medical,2,91,2,3,Human Resources,1,Married,9,No,14,3,4,1,24,1,3,20,6,3,6
790,33,No,Travel_Rarely,Research & Development,5,3,Life Sciences,4,34,2,3,Healthcare Representative,4,Divorced,4,No,15,3,3,1,9,2,3,3,2,1,2
791,35,Yes,Travel_Rarely,Sales,4,3,Technical Degree,4,86,3,3,Sales Executive,1,Single,0,Yes,22,4,1,0,9,2,3,8,7,4,7
792,33,Yes,Travel_Frequently,Research & Development,29,4,Medical,1,54,2,2,Research Scientist,3,Single,1,No,22,4,2,0,14,4,3,13,7,3,8
793,28,No,Travel_Rarely,Research & Development,15,2,Life Sciences,1,50,3,1,Laboratory Technician,3,Divorced,1,No,16,3,4,1,4,5,2,4,2,2,2
794,34,No,Travel_Frequently,Research & Development,3,1,Life Sciences,1,45,3,2,Healthcare Representative,4,Single,0,No,17,3,3,0,7,1,2,6,2,0,4
795,37,No,Travel_Rarely,Sales,10,4,Life Sciences,4,88,2,2,Sales Executive,4,Divorced,2,Yes,14,3,3,3,8,5,3,1,0,0,0
796,25,Yes,Travel_Rarely,Research & Development,4,1,Technical Degree,4,32,3,1,Laboratory Technician,4,Married,1,Yes,15,3,2,1,7,3,4,7,7,5,6
797,26,Yes,Travel_Rarely,Research & Development,21,3,Medical,1,37,3,1,Laboratory Technician,3,Divorced,1,No,20,4,3,1,1,0,2,1,1,0,0
798,33,Yes,Travel_Rarely,Research & Development,25,3,Medical,1,55,2,1,Research Scientist,2,Single,4,Yes,20,4,2,0,5,0,3,2,2,2,2
799,42,No,Travel_Rarely,Research & Development,2,2,Medical,4,35,3,4,Manager,1,Married,0,No,17,3,4,1,23,3,3,22,6,13,7
800,28,Yes,Travel_Frequently,Research & Development,1,3,Medical,1,45,2,1,Laboratory Technician,2,Divorced,1,No,15,3,1,2,1,2,3,1,0,0,0
801,50,Yes,Travel_Frequently,Sales,1,4,Other,4,81,3,2,Sales Executive,3,Single,3,Yes,14,3,4,0,5,4,3,0,0,0,0
802,33,No,Travel_Frequently,Sales,7,3,Life Sciences,4,30,3,2,Sales Executive,2,Married,0,No,17,3,3,1,4,3,3,3,2,0,2
803,34,No,Non-Travel,Research & Development,3,4,Life Sciences,3,40,2,1,Research Scientist,4,Married,3,No,17,3,4,3,6,2,3,0,0,0,0
804,48,No,Non-Travel,Research & Development,1,4,Medical,1,35,4,4,Manager,4,Single,2,No,22,4,3,0,27,3,2,5,4,2,1
805,45,No,Non-Travel,Sales,9,4,Life Sciences,2,65,2,2,Sales Executive,3,Married,1,No,13,3,4,1,15,2,3,15,10,4,12
806,52,No,Travel_Rarely,Research & Development,7,4,Life Sciences,2,87,3,3,Healthcare Representative,2,Single,7,No,19,3,4,0,18,4,3,8,6,4,0
807,38,No,Travel_Rarely,Sales,10,4,Marketing,3,73,2,3,Sales Executive,3,Divorced,0,Yes,14,3,2,2,9,2,3,8,7,2,7
808,29,No,Travel_Rarely,Research & Development,28,4,Life Sciences,3,93,3,1,Research Scientist,4,Divorced,4,No,22,4,1,1,11,1,3,7,5,1,7
809,28,No,Travel_Rarely,Research & Development,3,3,Medical,4,93,3,3,Manufacturing Director,2,Divorced,0,No,17,3,2,3,10,3,2,9,7,1,7
810,46,No,Travel_Rarely,Sales,3,1,Marketing,1,52,3,4,Manager,3,Married,3,No,12,3,4,1,23,3,3,12,9,4,9
811,38,No,Travel_Rarely,Sales,2,2,Marketing,4,32,3,3,Sales Executive,2,Single,7,No,16,3,3,0,10,2,3,1,0,0,0
812,43,No,Travel_Frequently,Research & Development,27,3,Life Sciences,3,83,3,3,Manufacturing Director,1,Married,8,No,11,3,3,1,18,1,3,8,7,0,1
813,39,Yes,Travel_Frequently,Research & Development,2,3,Life Sciences,1,84,3,4,Healthcare Representative,4,Divorced,7,No,11,3,4,3,21,4,3,18,7,11,5
814,40,No,Travel_Rarely,Research & Development,14,3,Medical,3,44,2,5,Research Director,3,Single,1,No,14,3,1,0,21,2,4,20,7,4,9
815,21,No,Travel_Rarely,Research & Development,1,1,Technical Degree,4,70,2,1,Research Scientist,2,Single,1,Yes,11,3,3,0,2,6,4,2,2,2,2
816,39,No,Non-Travel,Research & Development,9,3,Life Sciences,3,70,3,2,Laboratory Technician,2,Single,9,No,15,3,3,0,9,2,2,5,4,0,3
817,36,No,Non-Travel,Research & Development,18,4,Life Sciences,1,78,3,2,Manufacturing Director,4,Single,2,No,20,4,1,0,18,0,3,11,9,0,9
818,31,No,Travel_Frequently,Sales,20,3,Life Sciences,3,67,4,1,Sales Representative,4,Married,0,No,12,3,1,1,3,4,3,2,2,2,2
819,28,No,Travel_Rarely,Research & Development,2,1,Life Sciences,1,67,2,1,Research Scientist,2,Married,0,No,17,3,1,0,6,2,1,5,3,0,4
820,35,No,Travel_Frequently,Sales,11,2,Marketing,4,54,3,2,Sales Executive,4,Divorced,1,No,11,3,4,1,5,3,3,5,2,0,2
821,49,No,Travel_Rarely,Sales,8,4,Technical Degree,4,56,2,4,Sales Executive,2,Married,6,No,17,3,2,1,22,3,3,9,8,2,3
822,34,No,Travel_Frequently,Research & Development,2,2,Life Sciences,4,95,3,2,Manufacturing Director,3,Single,2,No,11,3,4,0,5,3,2,3,2,0,2
823,29,No,Travel_Frequently,Research & Development,10,3,Life Sciences,4,61,3,1,Research Scientist,2,Divorced,0,No,14,3,4,2,8,2,2,7,5,1,1
824,42,No,Travel_Rarely,Research & Development,29,3,Medical,2,56,1,2,Laboratory Technician,4,Single,4,No,19,3,1,0,16,3,3,1,0,0,0
825,29,No,Travel_Rarely,Research & Development,8,1,Medical,2,79,2,2,Manufacturing Director,4,Married,1,Yes,15,3,3,1,10,2,2,10,7,1,2
826,38,No,Travel_Rarely,Human Resources,1,3,Human Resources,3,37,4,1,Human Resources,3,Married,1,No,13,3,4,1,7,2,4,7,6,5,0
827,28,No,Travel_Frequently,Research & Development,6,3,Life Sciences,3,39,2,1,Research Scientist,3,Divorced,1,Yes,14,3,4,1,3,2,3,3,1,0,2
828,18,Yes,Non-Travel,Research & Development,8,1,Medical,3,80,3,1,Laboratory Technician,3,Single,1,No,12,3,4,0,0,0,3,0,0,0,0
829,33,Yes,Travel_Rarely,Sales,9,4,Marketing,1,77,3,2,Sales Executive,1,Single,0,Yes,17,3,1,0,6,3,3,5,2,0,3
830,41,No,Travel_Rarely,Research & Development,12,4,Life Sciences,2,46,3,1,Laboratory Technician,4,Married,3,Yes,11,3,1,1,6,4,3,1,0,0,0
831,31,Yes,Travel_Frequently,Research & Development,15,3,Medical,3,72,3,1,Laboratory Technician,3,Married,1,No,12,3,3,1,2,5,2,2,2,2,2
832,37,No,Travel_Rarely,Research & Development,25,2,Medical,3,52,2,2,Healthcare Representative,4,Divorced,7,No,13,3,3,2,9,2,3,6,2,1,3
833,27,No,Travel_Rarely,Research & Development,6,3,Life Sciences,4,55,2,1,Research Scientist,3,Married,1,No,13,3,3,1,4,0,3,4,2,2,2
834,34,No,Travel_Rarely,Sales,9,1,Life Sciences,2,70,3,2,Sales Executive,3,Married,1,No,20,4,1,0,6,3,2,6,5,1,3
835,35,No,Travel_Rarely,Human Resources,8,4,Technical Degree,3,100,3,1,Human Resources,3,Single,1,No,17,3,2,0,6,2,1,5,4,1,4
836,29,Yes,Travel_Rarely,Sales,23,1,Life Sciences,4,45,2,3,Sales Executive,1,Married,1,No,13,3,1,1,11,3,1,11,8,3,10
837,40,No,Travel_Frequently,Research & Development,9,4,Medical,2,88,3,3,Research Director,3,Single,9,No,17,3,3,0,20,3,2,18,7,2,13
838,42,Yes,Travel_Frequently,Sales,12,3,Life Sciences,3,44,3,4,Sales Executive,1,Single,0,Yes,12,3,2,0,22,2,2,21,9,13,14
839,42,No,Travel_Rarely,Sales,4,4,Marketing,2,45,3,2,Sales Executive,1,Single,7,No,13,3,4,0,9,3,4,6,4,1,5
840,35,No,Travel_Rarely,Research & Development,1,4,Medical,4,58,2,1,Laboratory Technician,3,Married,6,No,12,3,2,1,10,2,3,8,0,1,7
841,24,No,Travel_Rarely,Research & Development,24,3,Medical,4,49,3,1,Laboratory Technician,2,Single,8,No,22,4,4,0,6,2,3,4,3,1,2
842,28,Yes,Travel_Rarely,Research & Development,12,1,Life Sciences,3,79,3,1,Laboratory Technician,4,Married,1,Yes,11,3,4,0,1,4,2,1,1,0,0
843,26,No,Travel_Rarely,Research & Development,3,4,Medical,1,82,4,1,Laboratory Technician,4,Married,1,No,22,4,2,1,8,2,3,8,7,0,7
844,30,No,Travel_Rarely,Sales,10,3,Marketing,3,72,2,2,Sales Executive,3,Married,1,No,18,3,1,1,10,3,3,10,3,1,4
845,40,No,Travel_Frequently,Research & Development,26,2,Medical,3,92,2,2,Research Scientist,4,Married,3,Yes,13,3,4,1,16,3,1,1,1,0,0
846,35,No,Travel_Rarely,Research & Development,2,3,Life Sciences,3,44,2,3,Manufacturing Director,2,Divorced,2,No,18,3,2,1,15,2,4,7,7,6,4
847,34,No,Travel_Frequently,Research & Development,1,3,Medical,4,97,2,2,Healthcare Representative,1,Single,0,No,20,4,3,0,14,3,3,13,9,4,9
848,35,No,Travel_Frequently,Research & Development,4,4,Other,4,47,2,1,Laboratory Technician,4,Married,1,No,13,3,2,1,2,2,4,2,2,2,2
849,43,Yes,Travel_Rarely,Sales,9,3,Marketing,1,85,1,2,Sales Executive,3,Single,8,No,13,3,2,0,7,2,2,4,3,1,3
850,32,No,Non-Travel,Sales,2,1,Life Sciences,3,76,3,1,Sales Representative,1,Divorced,1,No,12,3,3,3,1,3,3,1,0,0,0
851,56,No,Travel_Rarely,Research & Development,4,4,Technical Degree,4,92,3,5,Manager,1,Divorced,4,No,13,3,4,1,28,2,3,5,2,4,2
852,29,No,Travel_Rarely,Research & Development,6,1,Medical,2,54,3,1,Laboratory Technician,4,Married,1,No,13,3,1,1,10,5,3,10,8,0,8
853,19,No,Travel_Rarely,Research & Development,9,2,Life Sciences,3,54,3,1,Research Scientist,1,Single,1,No,25,4,3,0,1,4,3,1,1,0,0
854,45,No,Travel_Rarely,Research & Development,7,3,Medical,1,83,3,1,Research Scientist,3,Married,4,Yes,19,3,3,1,7,2,2,3,2,0,2
855,37,No,Travel_Rarely,Research & Development,1,3,Life Sciences,4,56,2,2,Manufacturing Director,4,Married,1,No,13,3,2,1,14,2,2,14,8,3,11
856,20,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,87,2,1,Laboratory Technician,3,Single,1,No,12,3,1,0,2,2,2,2,2,1,2
857,44,Yes,Travel_Rarely,Research & Development,10,4,Life Sciences,3,96,3,1,Research Scientist,3,Single,1,Yes,11,3,3,0,6,4,3,6,4,0,2
858,53,No,Travel_Rarely,Research & Development,7,2,Medical,4,50,3,5,Manager,3,Divorced,3,No,18,3,2,1,26,6,3,7,7,4,7
859,29,No,Travel_Rarely,Research & Development,15,1,Life Sciences,2,69,1,1,Research Scientist,4,Married,0,Yes,18,3,1,1,6,2,2,5,4,1,3
860,22,Yes,Travel_Frequently,Research & Development,3,4,Life Sciences,3,48,2,1,Research Scientist,4,Married,0,Yes,11,3,2,1,1,5,3,0,0,0,0
861,46,No,Travel_Rarely,Sales,2,3,Marketing,3,69,3,4,Manager,1,Married,8,No,23,4,1,0,28,2,3,26,15,15,9
862,44,No,Non-Travel,Research & Development,17,3,Life Sciences,4,74,1,1,Research Scientist,3,Single,2,No,13,3,4,0,6,3,3,0,0,0,0
863,33,No,Travel_Rarely,Human Resources,2,3,Human Resources,2,99,3,1,Human Resources,3,Married,1,No,13,3,4,1,5,2,3,5,4,1,4
864,41,Yes,Non-Travel,Research & Development,5,2,Life Sciences,1,95,2,1,Research Scientist,1,Divorced,6,No,17,3,1,1,5,2,1,1,0,0,0
865,30,No,Travel_Rarely,Sales,29,4,Life Sciences,3,61,3,2,Sales Executive,1,Divorced,8,No,19,3,3,3,8,3,3,4,3,0,3
866,40,No,Travel_Frequently,Sales,2,4,Medical,2,62,3,2,Sales Executive,2,Married,5,No,12,3,4,3,5,2,3,0,0,0,0
867,50,No,Travel_Frequently,Research & Development,2,3,Medical,4,30,3,4,Manager,1,Married,2,No,22,4,3,1,32,3,3,2,2,2,2
868,28,No,Travel_Rarely,Research & Development,19,4,Medical,4,78,2,1,Laboratory Technician,1,Married,1,No,12,3,3,3,6,2,3,6,5,3,3
869,46,No,Travel_Rarely,Research & Development,15,2,Life Sciences,4,52,3,5,Research Director,2,Married,5,No,11,3,1,1,25,2,3,4,2,0,3
870,35,No,Travel_Rarely,Sales,17,4,Life Sciences,3,94,3,2,Sales Executive,1,Married,3,Yes,15,3,4,3,15,2,3,7,7,1,7
871,24,Yes,Travel_Rarely,Research & Development,17,2,Life Sciences,4,97,3,1,Laboratory Technician,2,Married,1,No,13,3,1,1,1,3,1,1,0,0,0
872,33,No,Travel_Frequently,Sales,25,3,Medical,2,82,3,2,Sales Executive,3,Married,1,No,12,3,1,1,10,3,2,10,7,0,1
873,36,No,Travel_Rarely,Research & Development,6,4,Life Sciences,3,60,1,1,Laboratory Technician,3,Divorced,1,No,14,3,3,1,7,4,3,7,7,1,7
874,30,No,Travel_Rarely,Research & Development,7,4,Life Sciences,3,49,3,2,Laboratory Technician,3,Divorced,1,No,13,3,1,3,10,4,2,10,7,8,9
875,44,No,Travel_Rarely,Research & Development,29,4,Other,4,32,3,2,Research Scientist,4,Single,1,No,25,4,2,0,20,3,3,20,11,13,17
876,20,No,Travel_Rarely,Sales,21,3,Marketing,3,43,4,1,Sales Representative,4,Single,1,No,17,3,4,0,2,2,3,2,1,2,2
877,46,No,Travel_Rarely,Research & Development,2,4,Technical Degree,4,60,3,2,Manufacturing Director,4,Divorced,2,No,11,3,3,1,12,3,2,6,3,1,4
878,42,No,Non-Travel,Human Resources,2,5,Medical,4,79,4,2,Human Resources,1,Married,7,No,16,3,1,1,10,3,4,4,3,0,3
879,60,No,Travel_Rarely,Sales,7,4,Marketing,2,52,4,2,Sales Executive,4,Divorced,0,Yes,18,3,2,1,12,3,3,11,7,1,9
880,32,No,Travel_Frequently,Research & Development,13,3,Other,3,77,2,1,Laboratory Technician,2,Married,1,No,20,4,3,1,2,2,3,2,2,2,2
881,32,No,Travel_Frequently,Research & Development,2,2,Life Sciences,4,38,3,2,Research Scientist,3,Single,4,Yes,14,3,4,0,10,2,3,8,7,0,7
882,36,No,Travel_Rarely,Research & Development,1,3,Technical Degree,3,77,1,3,Manufacturing Director,1,Divorced,2,Yes,21,4,3,1,17,2,3,7,7,7,7
883,33,No,Travel_Rarely,Research & Development,9,3,Medical,1,60,3,1,Research Scientist,4,Married,0,No,13,3,2,1,15,5,3,14,10,4,10
884,40,No,Travel_Rarely,Sales,10,3,Technical Degree,2,84,2,2,Sales Executive,2,Divorced,7,No,12,3,2,1,7,2,4,5,1,1,3
885,25,No,Travel_Rarely,Sales,10,4,Life Sciences,3,57,3,2,Sales Executive,4,Single,0,No,14,3,2,0,5,4,3,4,3,1,1
886,30,No,Travel_Rarely,Research & Development,1,3,Medical,4,63,3,1,Research Scientist,2,Married,0,Yes,21,4,1,1,12,2,3,11,9,5,7
887,42,No,Travel_Frequently,Research & Development,26,5,Medical,1,60,3,3,Research Director,1,Married,3,Yes,17,3,3,0,20,6,3,1,0,0,0
888,35,No,Non-Travel,Sales,8,2,Marketing,3,78,2,3,Sales Executive,4,Married,4,Yes,11,3,2,1,16,6,2,13,2,4,12
889,27,No,Travel_Rarely,Research & Development,14,3,Life Sciences,1,42,3,1,Research Scientist,1,Married,1,Yes,14,3,4,2,9,3,2,9,7,6,8
890,54,No,Travel_Frequently,Research & Development,1,4,Life Sciences,4,53,3,3,Manufacturing Director,3,Divorced,7,No,17,3,1,1,33,2,1,5,4,1,4
891,44,No,Travel_Rarely,Research & Development,2,1,Life Sciences,1,72,4,1,Research Scientist,4,Married,1,No,13,3,4,1,10,5,3,10,5,7,7
892,19,Yes,Non-Travel,Research & Development,10,3,Medical,1,96,2,1,Research Scientist,2,Single,1,Yes,25,4,2,0,1,2,4,1,1,0,0
893,29,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,97,3,1,Research Scientist,4,Divorced,1,No,15,3,1,3,3,5,3,3,2,1,2
894,54,No,Travel_Rarely,Research & Development,3,3,Life Sciences,4,85,3,4,Research Director,4,Married,3,No,14,3,1,0,36,2,3,10,9,0,9
895,31,No,Travel_Rarely,Research & Development,11,2,Medical,3,80,3,2,Healthcare Representative,1,Married,1,Yes,12,3,4,0,6,2,2,6,5,0,1
896,31,No,Travel_Rarely,Research & Development,24,3,Medical,3,96,2,2,Healthcare Representative,1,Single,1,No,19,3,2,0,10,2,3,10,9,1,8
897,59,No,Travel_Rarely,Sales,3,3,Life Sciences,3,48,2,2,Sales Executive,4,Single,5,No,17,3,4,0,13,2,3,6,1,0,5
898,43,No,Travel_Rarely,Research & Development,3,3,Life Sciences,3,96,1,5,Research Director,4,Married,3,No,14,3,2,1,25,2,3,8,7,0,7
899,49,No,Travel_Rarely,Research & Development,4,2,Medical,1,85,2,5,Manager,3,Married,2,No,13,3,3,1,23,2,4,1,0,0,0
900,36,No,Travel_Frequently,Research & Development,3,3,Technical Degree,3,46,3,1,Research Scientist,2,Married,1,No,12,3,3,0,12,2,2,11,10,0,7
901,48,No,Travel_Rarely,Research & Development,2,2,Technical Degree,4,76,4,1,Laboratory Technician,2,Single,5,No,11,3,3,0,7,4,2,1,0,0,0
902,27,No,Travel_Rarely,Research & Development,4,2,Life Sciences,1,76,3,1,Research Scientist,3,Divorced,1,No,11,3,2,3,5,2,3,5,3,0,3
903,29,No,Travel_Rarely,Research & Development,7,3,Life Sciences,3,82,3,2,Healthcare Representative,4,Divorced,1,Yes,11,3,2,2,6,2,3,6,0,1,0
904,48,No,Travel_Rarely,Research & Development,1,3,Life Sciences,4,76,2,5,Research Director,4,Single,6,No,12,3,3,0,25,3,4,1,0,0,0
905,29,No,Travel_Rarely,Research & Development,1,3,Life Sciences,4,87,2,4,Research Director,4,Divorced,3,No,14,3,2,2,9,2,2,7,7,1,7
906,34,No,Travel_Rarely,Research & Development,20,3,Technical Degree,3,89,4,1,Research Scientist,3,Married,0,No,17,3,4,0,2,5,2,1,0,0,0
907,44,No,Travel_Rarely,Sales,5,3,Marketing,2,88,3,5,Manager,2,Married,7,No,11,3,3,1,26,5,3,22,9,3,10
908,33,No,Travel_Rarely,Sales,10,5,Marketing,4,82,4,3,Sales Executive,3,Divorced,0,Yes,14,3,4,2,10,3,3,9,8,0,8
909,19,No,Travel_Rarely,Research & Development,25,3,Life Sciences,2,57,4,1,Research Scientist,4,Single,1,Yes,12,3,4,0,1,2,3,1,0,0,1
910,23,No,Travel_Rarely,Research & Development,1,2,Life Sciences,4,47,3,1,Research Scientist,3,Married,1,No,22,4,4,1,1,2,3,1,0,0,1
911,25,Yes,Travel_Frequently,Sales,24,1,Life Sciences,3,73,1,1,Sales Representative,4,Single,1,Yes,14,3,4,0,1,4,3,1,0,1,0
912,26,No,Travel_Rarely,Research & Development,4,2,Life Sciences,3,53,3,1,Research Scientist,4,Single,1,Yes,20,4,2,0,8,2,2,8,5,2,2
913,45,Yes,Travel_Rarely,Sales,2,3,Marketing,1,94,1,5,Manager,2,Single,2,Yes,16,3,1,0,26,2,3,24,10,1,11
914,55,No,Non-Travel,Research & Development,8,1,Medical,4,37,2,4,Healthcare Representative,2,Divorced,1,Yes,15,3,4,1,34,3,3,33,9,15,0
915,21,Yes,Travel_Frequently,Research & Development,10,2,Life Sciences,1,45,2,1,Laboratory Technician,3,Single,1,No,20,4,3,0,2,2,1,2,2,2,2
916,46,No,Travel_Rarely,Sales,4,2,Marketing,4,33,2,5,Manager,2,Married,2,No,14,3,3,1,26,2,3,11,4,0,8
917,34,No,Travel_Rarely,Sales,2,3,Marketing,3,86,3,2,Sales Executive,1,Single,0,Yes,12,3,4,0,4,3,3,3,2,0,2
918,51,No,Travel_Frequently,Sales,9,3,Life Sciences,4,83,3,5,Manager,2,Divorced,4,Yes,24,4,1,1,31,5,2,29,10,11,10
919,59,No,Travel_Rarely,Research & Development,18,4,Medical,4,67,3,3,Manufacturing Director,4,Single,6,No,12,3,4,0,25,6,2,9,7,5,4
